parent_model,dataset,numshot,student_model,mean_auc,mean_complexity
tabllm,calhousing,256,logistic_rule_regression,0.8381,67.0
tabllm,calhousing,256,logistic_regression,0.847,16.0
tabllm,calhousing,256,decision_tree,0.7921,57.4
tabllm,calhousing,128,ttnet,0.8241,160.0
tabllm,calhousing,128,xgboost,0.8172,437.4
tabllm,calhousing,128,logistic_rule_regression,0.832,55.0
tabllm,calhousing,128,logistic_regression,0.8409,16.0
tabllm,calhousing,128,decision_tree,0.8119,86.2
tabm,albert,64,ttnet,0.6167,924.2
tabm,albert,64,xgboost,0.6341,1912.6
tabm,albert,64,logistic_rule_regression,0.6226,99.0
tabm,albert,64,logistic_regression,0.6392,194.0
tabm,albert,64,decision_tree,0.5833,224.2
tabm,albert,16,ttnet,0.5194,859.4
tabm,albert,16,xgboost,0.5147,1741.6
tabm,albert,16,logistic_rule_regression,0.5228,33.2
tabm,albert,16,logistic_regression,0.5204,194.0
tabm,albert,16,decision_tree,0.5066,222.2
tabm,albert,4,ttnet,0.5099,696.8
tabm,albert,4,xgboost,0.521,2131.2
tabm,albert,4,logistic_rule_regression,0.5041,29.0
tabm,albert,4,logistic_regression,0.5233,194.0
tabm,albert,4,decision_tree,0.5006,117.4
tabm,albert,8,ttnet,0.5023,908.8
tabm,albert,8,xgboost,0.5068,1641.8
tabm,albert,8,logistic_rule_regression,0.5163,63.0
tabm,albert,8,logistic_regression,0.5081,194.0
tabm,albert,8,decision_tree,0.5037,229.4
tabm,albert,32,ttnet,0.5489,934.0
tabm,albert,32,xgboost,0.5686,1659.0
tabm,albert,32,logistic_rule_regression,0.5613,66.0
tabm,albert,32,logistic_regression,0.5812,194.0
tabm,albert,32,decision_tree,0.5409,144.2
tabm,albert,256,ttnet,0.6008,968.6
tabm,albert,256,xgboost,0.6123,2796.4
tabm,albert,256,logistic_rule_regression,0.5904,89.2
tabm,albert,256,logistic_regression,0.609,194.0
tabm,albert,256,decision_tree,0.5503,192.2
tabm,albert,128,ttnet,0.6017,866.0
tabm,albert,128,xgboost,0.6232,1983.0
tabm,albert,128,logistic_rule_regression,0.5996,99.6
tabm,albert,128,logistic_regression,0.6195,194.0
tabm,albert,128,decision_tree,0.5618,178.2
tabm,blood,64,ttnet,0.7445,81.0
tabm,blood,64,xgboost,0.7342,6625.6
tabm,blood,64,logistic_rule_regression,0.7526,69.4
tabm,blood,64,logistic_regression,0.7652,8.0
tabm,blood,64,decision_tree,0.7084,475.0
tabm,blood,16,ttnet,0.7274,79.8
tabm,blood,16,xgboost,0.7389,2911.8
tabm,blood,16,logistic_rule_regression,0.7492,92.0
tabm,blood,16,logistic_regression,0.735,8.0
tabm,blood,16,decision_tree,0.6936,403.8
tabm,blood,4,ttnet,0.5804,78.4
tabm,blood,4,xgboost,0.6357,7058.8
tabm,blood,4,logistic_rule_regression,0.5972,51.0
tabm,blood,4,logistic_regression,0.6261,8.0
tabm,blood,4,decision_tree,0.5945,419.4
tabm,blood,8,ttnet,0.7218,73.6
tabm,blood,8,xgboost,0.7202,2666.6
tabm,blood,8,logistic_rule_regression,0.7347,66.8
tabm,blood,8,logistic_regression,0.7239,8.0
tabm,blood,8,decision_tree,0.6627,440.6
tabm,blood,32,ttnet,0.6866,64.0
tabm,blood,32,xgboost,0.6776,3806.4
tabm,blood,32,logistic_rule_regression,0.7134,77.2
tabm,blood,32,logistic_regression,0.7277,8.0
tabm,blood,32,decision_tree,0.6548,421.0
tabm,blood,256,ttnet,0.6547,63.8
tabm,blood,256,xgboost,0.737,14279.6
tabm,blood,256,logistic_rule_regression,0.6973,68.0
tabm,blood,256,logistic_regression,0.5981,8.0
tabm,blood,256,decision_tree,0.6781,643.0
tabm,blood,128,ttnet,0.7041,51.8
tabm,blood,128,xgboost,0.7587,8672.4
tabm,blood,128,logistic_rule_regression,0.7525,33.0
tabm,blood,128,logistic_regression,0.7207,8.0
tabm,blood,128,decision_tree,0.725,488.2
tabm,bank,64,ttnet,0.7944,517.4
tabm,bank,64,xgboost,0.8384,4325.0
tabm,bank,64,logistic_rule_regression,0.8417,123.4
tabm,bank,64,logistic_regression,0.8421,64.0
tabm,bank,64,decision_tree,0.809,391.4
tabm,bank,16,ttnet,0.7626,495.2
tabm,bank,16,xgboost,0.8116,1679.0
tabm,bank,16,logistic_rule_regression,0.8179,54.0
tabm,bank,16,logistic_regression,0.8225,64.0
tabm,bank,16,decision_tree,0.7651,252.6
tabm,bank,4,ttnet,0.572,523.0
tabm,bank,4,xgboost,0.6119,2493.2
tabm,bank,4,logistic_rule_regression,0.5992,74.4
tabm,bank,4,logistic_regression,0.6185,64.0
tabm,bank,4,decision_tree,0.5722,261.8
tabm,bank,8,ttnet,0.7022,498.8
tabm,bank,8,xgboost,0.7319,1898.8
tabm,bank,8,logistic_rule_regression,0.7169,45.0
tabm,bank,8,logistic_regression,0.7293,64.0
tabm,bank,8,decision_tree,0.6783,125.0
tabm,bank,32,ttnet,0.7927,529.6
tabm,bank,32,xgboost,0.8508,2262.8
tabm,bank,32,logistic_rule_regression,0.8601,69.0
tabm,bank,32,logistic_regression,0.8549,64.0
tabm,bank,32,decision_tree,0.8055,225.0
tabm,bank,256,ttnet,0.8108,517.2
tabm,bank,256,xgboost,0.8526,5070.8
tabm,bank,256,logistic_rule_regression,0.8581,131.0
tabm,bank,256,logistic_regression,0.8643,64.0
tabm,bank,256,decision_tree,0.812,437.8
tabm,bank,128,ttnet,0.7868,540.0
tabm,bank,128,xgboost,0.8275,4592.2
tabm,bank,128,logistic_rule_regression,0.8452,110.0
tabm,bank,128,logistic_regression,0.8434,64.0
tabm,bank,128,decision_tree,0.7847,477.8
tabm,eye_movements,64,ttnet,0.4995,621.6
tabm,eye_movements,64,xgboost,0.4902,1679.2
tabm,eye_movements,64,logistic_rule_regression,0.4848,83.4
tabm,eye_movements,64,logistic_regression,0.4954,46.0
tabm,eye_movements,64,decision_tree,0.5046,325.0
tabm,eye_movements,16,ttnet,0.5159,610.6
tabm,eye_movements,16,xgboost,0.5234,1689.6
tabm,eye_movements,16,logistic_rule_regression,0.5226,84.4
tabm,eye_movements,16,logistic_regression,0.5176,46.0
tabm,eye_movements,16,decision_tree,0.5185,275.4
tabm,eye_movements,4,ttnet,0.5146,655.2
tabm,eye_movements,4,xgboost,0.5391,1631.4
tabm,eye_movements,4,logistic_rule_regression,0.5421,112.0
tabm,eye_movements,4,logistic_regression,0.5378,46.0
tabm,eye_movements,4,decision_tree,0.536,174.6
tabm,eye_movements,8,ttnet,0.524,611.2
tabm,eye_movements,8,xgboost,0.5285,1860.6
tabm,eye_movements,8,logistic_rule_regression,0.5194,149.0
tabm,eye_movements,8,logistic_regression,0.5212,46.0
tabm,eye_movements,8,decision_tree,0.5148,377.0
tabm,eye_movements,32,ttnet,0.5028,646.4
tabm,eye_movements,32,xgboost,0.502,1858.4
tabm,eye_movements,32,logistic_rule_regression,0.4981,98.0
tabm,eye_movements,32,logistic_regression,0.4887,46.0
tabm,eye_movements,32,decision_tree,0.4869,355.0
tabm,eye_movements,256,ttnet,0.5223,619.4
tabm,eye_movements,256,xgboost,0.5512,11609.6
tabm,eye_movements,256,logistic_rule_regression,0.5335,80.0
tabm,eye_movements,256,logistic_regression,0.5325,46.0
tabm,eye_movements,256,decision_tree,0.5092,157.4
tabm,eye_movements,128,ttnet,0.5059,612.6
tabm,eye_movements,128,xgboost,0.5292,11062.8
tabm,eye_movements,128,logistic_rule_regression,0.5254,70.0
tabm,eye_movements,128,logistic_regression,0.51,46.0
tabm,eye_movements,128,decision_tree,0.5142,228.2
tabm,creditg,64,ttnet,0.7124,603.0
tabm,creditg,64,xgboost,0.727,2557.8
tabm,creditg,64,logistic_rule_regression,0.7149,106.0
tabm,creditg,64,logistic_regression,0.7252,96.0
tabm,creditg,64,decision_tree,0.6684,526.6
tabm,creditg,16,ttnet,0.5523,550.0
tabm,creditg,16,xgboost,0.537,1995.0
tabm,creditg,16,logistic_rule_regression,0.5534,97.6
tabm,creditg,16,logistic_regression,0.5386,96.0
tabm,creditg,16,decision_tree,0.5516,459.4
tabm,creditg,4,ttnet,0.4566,550.2
tabm,creditg,4,xgboost,0.4543,1197.4
tabm,creditg,4,logistic_rule_regression,0.4492,58.0
tabm,creditg,4,logistic_regression,0.454,96.0
tabm,creditg,4,decision_tree,0.4663,137.4
tabm,creditg,8,ttnet,0.5256,578.4
tabm,creditg,8,xgboost,0.5237,1720.2
tabm,creditg,8,logistic_rule_regression,0.5151,69.0
tabm,creditg,8,logistic_regression,0.5238,96.0
tabm,creditg,8,decision_tree,0.5193,310.6
tabm,creditg,32,ttnet,0.6438,573.2
tabm,creditg,32,xgboost,0.6374,3881.0
tabm,creditg,32,logistic_rule_regression,0.6325,135.0
tabm,creditg,32,logistic_regression,0.639,96.0
tabm,creditg,32,decision_tree,0.5843,634.6
tabm,creditg,256,ttnet,0.7586,551.2
tabm,creditg,256,xgboost,0.7997,4165.2
tabm,creditg,256,logistic_rule_regression,0.7802,131.0
tabm,creditg,256,logistic_regression,0.7802,96.0
tabm,creditg,256,decision_tree,0.7268,437.8
tabm,creditg,128,ttnet,0.7399,552.4
tabm,creditg,128,xgboost,0.767,4942.2
tabm,creditg,128,logistic_rule_regression,0.7668,171.0
tabm,creditg,128,logistic_regression,0.7528,96.0
tabm,creditg,128,decision_tree,0.7134,636.2
tabm,compas,64,ttnet,0.6008,391.2
tabm,compas,64,xgboost,0.5901,13427.0
tabm,compas,64,logistic_rule_regression,0.613,77.0
tabm,compas,64,logistic_regression,0.6166,22.0
tabm,compas,64,decision_tree,0.5675,781.8
tabm,compas,16,ttnet,0.6511,404.0
tabm,compas,16,xgboost,0.6731,6541.0
tabm,compas,16,logistic_rule_regression,0.695,66.0
tabm,compas,16,logistic_regression,0.6846,22.0
tabm,compas,16,decision_tree,0.6168,389.4
tabm,compas,4,ttnet,0.5937,375.8
tabm,compas,4,xgboost,0.5671,1580.2
tabm,compas,4,logistic_rule_regression,0.5796,85.0
tabm,compas,4,logistic_regression,0.5968,22.0
tabm,compas,4,decision_tree,0.5448,249.4
tabm,compas,8,ttnet,0.5971,333.6
tabm,compas,8,xgboost,0.5884,6422.6
tabm,compas,8,logistic_rule_regression,0.5943,76.0
tabm,compas,8,logistic_regression,0.6098,22.0
tabm,compas,8,decision_tree,0.5789,219.0
tabm,compas,32,ttnet,0.6469,345.8
tabm,compas,32,xgboost,0.6406,10217.6
tabm,compas,32,logistic_rule_regression,0.6755,44.4
tabm,compas,32,logistic_regression,0.6797,22.0
tabm,compas,32,decision_tree,0.6127,375.8
tabm,compas,256,ttnet,0.6647,357.2
tabm,compas,256,xgboost,0.662,8996.4
tabm,compas,256,logistic_rule_regression,0.6985,86.0
tabm,compas,256,logistic_regression,0.713,22.0
tabm,compas,256,decision_tree,0.6328,1042.6
tabm,compas,128,ttnet,0.598,399.2
tabm,compas,128,xgboost,0.6245,14886.8
tabm,compas,128,logistic_rule_regression,0.6806,69.0
tabm,compas,128,logistic_regression,0.72,22.0
tabm,compas,128,decision_tree,0.6195,841.0
tabm,electricity,64,ttnet,0.74,412.8
tabm,electricity,64,xgboost,0.7503,5511.8
tabm,electricity,64,logistic_rule_regression,0.7664,99.0
tabm,electricity,64,logistic_regression,0.7775,26.0
tabm,electricity,64,decision_tree,0.699,551.4
tabm,electricity,16,ttnet,0.7023,439.8
tabm,electricity,16,xgboost,0.702,7947.8
tabm,electricity,16,logistic_rule_regression,0.7495,88.0
tabm,electricity,16,logistic_regression,0.7471,26.0
tabm,electricity,16,decision_tree,0.6641,530.2
tabm,electricity,4,ttnet,0.6453,372.4
tabm,electricity,4,xgboost,0.6831,1027.0
tabm,electricity,4,logistic_rule_regression,0.6688,69.0
tabm,electricity,4,logistic_regression,0.6844,26.0
tabm,electricity,4,decision_tree,0.5988,188.6
tabm,electricity,8,ttnet,0.7145,460.0
tabm,electricity,8,xgboost,0.7096,1808.4
tabm,electricity,8,logistic_rule_regression,0.7105,73.0
tabm,electricity,8,logistic_regression,0.7175,26.0
tabm,electricity,8,decision_tree,0.6617,207.4
tabm,electricity,32,ttnet,0.7027,434.2
tabm,electricity,32,xgboost,0.724,6146.4
tabm,electricity,32,logistic_rule_regression,0.7387,93.8
tabm,electricity,32,logistic_regression,0.743,26.0
tabm,electricity,32,decision_tree,0.6743,467.8
tabm,electricity,256,ttnet,0.7586,436.6
tabm,electricity,256,xgboost,0.7987,6669.2
tabm,electricity,256,logistic_rule_regression,0.8083,83.0
tabm,electricity,256,logistic_regression,0.8055,26.0
tabm,electricity,256,decision_tree,0.7477,559.4
tabm,electricity,128,ttnet,0.713,449.0
tabm,electricity,128,xgboost,0.7392,9876.8
tabm,electricity,128,logistic_rule_regression,0.7667,106.0
tabm,electricity,128,logistic_regression,0.7587,26.0
tabm,electricity,128,decision_tree,0.7052,576.6
tabm,income,64,ttnet,0.8287,752.8
tabm,income,64,xgboost,0.8461,2179.4
tabm,income,64,logistic_rule_regression,0.8353,73.0
tabm,income,64,logistic_regression,0.8539,200.0
tabm,income,64,decision_tree,0.7831,383.4
tabm,income,16,ttnet,0.5369,809.4
tabm,income,16,xgboost,0.5113,5428.0
tabm,income,16,logistic_rule_regression,0.4986,77.0
tabm,income,16,logistic_regression,0.5292,200.0
tabm,income,16,decision_tree,0.5016,487.0
tabm,income,4,ttnet,0.6701,700.4
tabm,income,4,xgboost,0.6514,1872.0
tabm,income,4,logistic_rule_regression,0.6692,54.0
tabm,income,4,logistic_regression,0.6554,200.0
tabm,income,4,decision_tree,0.6162,345.0
tabm,income,8,ttnet,0.4389,651.2
tabm,income,8,xgboost,0.4468,1143.0
tabm,income,8,logistic_rule_regression,0.4213,40.0
tabm,income,8,logistic_regression,0.4389,200.0
tabm,income,8,decision_tree,0.4345,179.8
tabm,income,32,ttnet,0.8083,692.0
tabm,income,32,xgboost,0.7667,6377.8
tabm,income,32,logistic_rule_regression,0.7694,46.0
tabm,income,32,logistic_regression,0.8155,200.0
tabm,income,32,decision_tree,0.7071,473.0
tabm,income,256,ttnet,0.8643,726.6
tabm,income,256,xgboost,0.8709,2610.2
tabm,income,256,logistic_rule_regression,0.8697,68.0
tabm,income,256,logistic_regression,0.8806,200.0
tabm,income,256,decision_tree,0.8319,329.8
tabm,income,128,ttnet,0.8094,780.4
tabm,income,128,xgboost,0.8454,1832.8
tabm,income,128,logistic_rule_regression,0.8441,65.0
tabm,income,128,logistic_regression,0.8566,200.0
tabm,income,128,decision_tree,0.7965,369.4
tabm,diabetes,64,ttnet,0.6994,252.4
tabm,diabetes,64,xgboost,0.7457,7108.4
tabm,diabetes,64,logistic_rule_regression,0.7505,101.0
tabm,diabetes,64,logistic_regression,0.7505,16.0
tabm,diabetes,64,decision_tree,0.7052,506.6
tabm,diabetes,16,ttnet,0.6574,256.8
tabm,diabetes,16,xgboost,0.6839,3351.0
tabm,diabetes,16,logistic_rule_regression,0.6581,69.0
tabm,diabetes,16,logistic_regression,0.7088,16.0
tabm,diabetes,16,decision_tree,0.622,439.0
tabm,diabetes,4,ttnet,0.7371,181.6
tabm,diabetes,4,xgboost,0.7743,1799.6
tabm,diabetes,4,logistic_rule_regression,0.7612,135.0
tabm,diabetes,4,logistic_regression,0.7721,16.0
tabm,diabetes,4,decision_tree,0.7051,378.6
tabm,diabetes,8,ttnet,0.7227,282.2
tabm,diabetes,8,xgboost,0.7558,1581.6
tabm,diabetes,8,logistic_rule_regression,0.7422,86.0
tabm,diabetes,8,logistic_regression,0.7446,16.0
tabm,diabetes,8,decision_tree,0.6995,313.4
tabm,diabetes,32,ttnet,0.7455,257.6
tabm,diabetes,32,xgboost,0.7493,7986.2
tabm,diabetes,32,logistic_rule_regression,0.7627,107.0
tabm,diabetes,32,logistic_regression,0.7816,16.0
tabm,diabetes,32,decision_tree,0.7019,443.8
tabm,diabetes,256,ttnet,0.7888,258.2
tabm,diabetes,256,xgboost,0.8377,8889.6
tabm,diabetes,256,logistic_rule_regression,0.8271,105.0
tabm,diabetes,256,logistic_regression,0.8356,16.0
tabm,diabetes,256,decision_tree,0.7778,497.8
tabm,diabetes,128,ttnet,0.7532,235.8
tabm,diabetes,128,xgboost,0.7923,10734.2
tabm,diabetes,128,logistic_rule_regression,0.7765,96.0
tabm,diabetes,128,logistic_regression,0.8025,16.0
tabm,diabetes,128,decision_tree,0.7276,590.2
tabm,covertype,64,ttnet,0.7546,605.6
tabm,covertype,64,xgboost,0.7793,3219.0
tabm,covertype,64,logistic_rule_regression,0.7843,74.2
tabm,covertype,64,logistic_regression,0.7998,98.0
tabm,covertype,64,decision_tree,0.7652,201.4
tabm,covertype,16,ttnet,0.7417,580.0
tabm,covertype,16,xgboost,0.7638,1818.2
tabm,covertype,16,logistic_rule_regression,0.7616,70.0
tabm,covertype,16,logistic_regression,0.7639,98.0
tabm,covertype,16,decision_tree,0.7058,306.6
tabm,covertype,4,ttnet,0.7072,558.2
tabm,covertype,4,xgboost,0.7026,1357.0
tabm,covertype,4,logistic_rule_regression,0.6964,79.0
tabm,covertype,4,logistic_regression,0.7097,98.0
tabm,covertype,4,decision_tree,0.6472,312.2
tabm,covertype,8,ttnet,0.7481,545.6
tabm,covertype,8,xgboost,0.8009,1744.8
tabm,covertype,8,logistic_rule_regression,0.7982,48.0
tabm,covertype,8,logistic_regression,0.8062,98.0
tabm,covertype,8,decision_tree,0.7541,133.0
tabm,covertype,32,ttnet,0.7096,570.2
tabm,covertype,32,xgboost,0.7445,4475.8
tabm,covertype,32,logistic_rule_regression,0.7422,90.0
tabm,covertype,32,logistic_regression,0.7346,98.0
tabm,covertype,32,decision_tree,0.7094,401.4
tabm,covertype,256,ttnet,0.7647,555.2
tabm,covertype,256,xgboost,0.8189,3327.4
tabm,covertype,256,logistic_rule_regression,0.8097,76.0
tabm,covertype,256,logistic_regression,0.8115,98.0
tabm,covertype,256,decision_tree,0.7756,256.2
tabm,covertype,128,ttnet,0.7655,627.8
tabm,covertype,128,xgboost,0.8092,3773.0
tabm,covertype,128,logistic_rule_regression,0.8107,91.8
tabm,covertype,128,logistic_regression,0.8111,98.0
tabm,covertype,128,decision_tree,0.7757,229.8
tabm,credit_card_default,64,ttnet,0.7074,597.6
tabm,credit_card_default,64,xgboost,0.7208,1074.6
tabm,credit_card_default,64,logistic_rule_regression,0.7002,99.0
tabm,credit_card_default,64,logistic_regression,0.6796,42.0
tabm,credit_card_default,64,decision_tree,0.6851,248.6
tabm,credit_card_default,16,ttnet,0.6486,634.2
tabm,credit_card_default,16,xgboost,0.6576,1942.6
tabm,credit_card_default,16,logistic_rule_regression,0.6441,110.0
tabm,credit_card_default,16,logistic_regression,0.6738,42.0
tabm,credit_card_default,16,decision_tree,0.6263,413.0
tabm,credit_card_default,4,ttnet,0.627,574.2
tabm,credit_card_default,4,xgboost,0.6634,1316.0
tabm,credit_card_default,4,logistic_rule_regression,0.6685,122.0
tabm,credit_card_default,4,logistic_regression,0.6667,42.0
tabm,credit_card_default,4,decision_tree,0.6305,329.4
tabm,credit_card_default,8,ttnet,0.7111,554.8
tabm,credit_card_default,8,xgboost,0.6919,1623.6
tabm,credit_card_default,8,logistic_rule_regression,0.6913,74.6
tabm,credit_card_default,8,logistic_regression,0.6993,42.0
tabm,credit_card_default,8,decision_tree,0.6889,345.4
tabm,credit_card_default,32,ttnet,0.6903,595.4
tabm,credit_card_default,32,xgboost,0.6968,1185.8
tabm,credit_card_default,32,logistic_rule_regression,0.6809,142.0
tabm,credit_card_default,32,logistic_regression,0.6936,42.0
tabm,credit_card_default,32,decision_tree,0.637,429.4
tabm,credit_card_default,256,ttnet,0.699,607.2
tabm,credit_card_default,256,xgboost,0.7244,4359.8
tabm,credit_card_default,256,logistic_rule_regression,0.6776,106.0
tabm,credit_card_default,256,logistic_regression,0.6753,42.0
tabm,credit_card_default,256,decision_tree,0.6789,304.2
tabm,credit_card_default,128,ttnet,0.6964,625.4
tabm,credit_card_default,128,xgboost,0.7353,3275.4
tabm,credit_card_default,128,logistic_rule_regression,0.7089,119.0
tabm,credit_card_default,128,logistic_regression,0.6985,42.0
tabm,credit_card_default,128,decision_tree,0.6811,363.0
tabm,jungle,64,ttnet,0.7313,280.4
tabm,jungle,64,xgboost,0.7704,24806.4
tabm,jungle,64,logistic_rule_regression,0.7664,87.0
tabm,jungle,64,logistic_regression,0.7323,12.0
tabm,jungle,64,decision_tree,0.6966,881.0
tabm,jungle,16,ttnet,0.4132,175.4
tabm,jungle,16,xgboost,0.5549,10489.4
tabm,jungle,16,logistic_rule_regression,0.5493,58.0
tabm,jungle,16,logistic_regression,0.4169,12.0
tabm,jungle,16,decision_tree,0.525,459.8
tabm,jungle,4,ttnet,0.5094,226.6
tabm,jungle,4,xgboost,0.532,20959.2
tabm,jungle,4,logistic_rule_regression,0.5829,54.4
tabm,jungle,4,logistic_regression,0.5437,12.0
tabm,jungle,4,decision_tree,0.528,391.4
tabm,jungle,8,ttnet,0.4542,237.4
tabm,jungle,8,xgboost,0.4759,5534.4
tabm,jungle,8,logistic_rule_regression,0.4425,79.0
tabm,jungle,8,logistic_regression,0.4474,12.0
tabm,jungle,8,decision_tree,0.4697,251.0
tabm,jungle,32,ttnet,0.7046,278.4
tabm,jungle,32,xgboost,0.7365,19477.0
tabm,jungle,32,logistic_rule_regression,0.7436,90.0
tabm,jungle,32,logistic_regression,0.7204,12.0
tabm,jungle,32,decision_tree,0.6715,825.0
tabm,jungle,256,ttnet,0.7785,275.0
tabm,jungle,256,xgboost,0.8614,27598.2
tabm,jungle,256,logistic_rule_regression,0.8581,99.0
tabm,jungle,256,logistic_regression,0.7875,12.0
tabm,jungle,256,decision_tree,0.7722,875.8
tabm,jungle,128,ttnet,0.7537,273.0
tabm,jungle,128,xgboost,0.8381,34462.8
tabm,jungle,128,logistic_rule_regression,0.8471,66.0
tabm,jungle,128,logistic_regression,0.7697,12.0
tabm,jungle,128,decision_tree,0.7444,891.8
tabm,heart,64,ttnet,0.8407,443.0
tabm,heart,64,xgboost,0.854,16796.2
tabm,heart,64,logistic_rule_regression,0.8923,74.2
tabm,heart,64,logistic_regression,0.8688,30.0
tabm,heart,64,decision_tree,0.7929,657.8
tabm,heart,16,ttnet,0.7874,424.4
tabm,heart,16,xgboost,0.8141,1808.0
tabm,heart,16,logistic_rule_regression,0.8105,85.0
tabm,heart,16,logistic_regression,0.8132,30.0
tabm,heart,16,decision_tree,0.7149,349.8
tabm,heart,4,ttnet,0.7779,422.0
tabm,heart,4,xgboost,0.8441,1480.6
tabm,heart,4,logistic_rule_regression,0.8078,43.0
tabm,heart,4,logistic_regression,0.8157,30.0
tabm,heart,4,decision_tree,0.734,161.8
tabm,heart,8,ttnet,0.8768,422.8
tabm,heart,8,xgboost,0.8882,2507.4
tabm,heart,8,logistic_rule_regression,0.8774,72.0
tabm,heart,8,logistic_regression,0.8885,30.0
tabm,heart,8,decision_tree,0.8108,408.6
tabm,heart,32,ttnet,0.8256,413.4
tabm,heart,32,xgboost,0.8235,8563.4
tabm,heart,32,logistic_rule_regression,0.8457,67.0
tabm,heart,32,logistic_regression,0.8255,30.0
tabm,heart,32,decision_tree,0.7639,521.8
tabm,heart,256,ttnet,0.9011,443.6
tabm,heart,256,xgboost,0.9161,6399.8
tabm,heart,256,logistic_rule_regression,0.9044,63.0
tabm,heart,256,logistic_regression,0.9011,30.0
tabm,heart,256,decision_tree,0.8566,211.8
tabm,heart,128,ttnet,0.8617,395.8
tabm,heart,128,xgboost,0.8823,7291.6
tabm,heart,128,logistic_rule_regression,0.8831,77.0
tabm,heart,128,logistic_regression,0.858,30.0
tabm,heart,128,decision_tree,0.8206,535.8
tabm,road_safety,64,ttnet,0.7005,697.2
tabm,road_safety,64,xgboost,0.7154,2333.8
tabm,road_safety,64,logistic_rule_regression,0.7091,122.0
tabm,road_safety,64,logistic_regression,0.6806,64.0
tabm,road_safety,64,decision_tree,0.687,312.6
tabm,road_safety,16,ttnet,0.5422,738.8
tabm,road_safety,16,xgboost,0.5222,1867.6
tabm,road_safety,16,logistic_rule_regression,0.5167,137.0
tabm,road_safety,16,logistic_regression,0.5231,64.0
tabm,road_safety,16,decision_tree,0.5171,358.6
tabm,road_safety,4,ttnet,0.5343,765.2
tabm,road_safety,4,xgboost,0.526,2079.4
tabm,road_safety,4,logistic_rule_regression,0.535,114.0
tabm,road_safety,4,logistic_regression,0.5225,64.0
tabm,road_safety,4,decision_tree,0.5233,368.2
tabm,road_safety,8,ttnet,0.5175,746.8
tabm,road_safety,8,xgboost,0.4946,1831.8
tabm,road_safety,8,logistic_rule_regression,0.4948,121.6
tabm,road_safety,8,logistic_regression,0.489,64.0
tabm,road_safety,8,decision_tree,0.4904,429.4
tabm,road_safety,32,ttnet,0.685,666.0
tabm,road_safety,32,xgboost,0.675,1473.6
tabm,road_safety,32,logistic_rule_regression,0.6803,101.0
tabm,road_safety,32,logistic_regression,0.6672,64.0
tabm,road_safety,32,decision_tree,0.6682,216.6
tabm,road_safety,256,ttnet,0.7351,667.6
tabm,road_safety,256,xgboost,0.7325,4496.2
tabm,road_safety,256,logistic_rule_regression,0.7235,88.4
tabm,road_safety,256,logistic_regression,0.6971,64.0
tabm,road_safety,256,decision_tree,0.7133,181.4
tabm,road_safety,128,ttnet,0.6865,698.2
tabm,road_safety,128,xgboost,0.7121,2719.4
tabm,road_safety,128,logistic_rule_regression,0.6892,113.0
tabm,road_safety,128,logistic_regression,0.6664,64.0
tabm,road_safety,128,decision_tree,0.684,291.4
tabm,calhousing,64,ttnet,0.8185,155.8
tabm,calhousing,64,xgboost,0.8559,3898.0
tabm,calhousing,64,logistic_rule_regression,0.8465,96.0
tabm,calhousing,64,logistic_regression,0.859,16.0
tabm,calhousing,64,decision_tree,0.7794,317.8
tabm,calhousing,16,ttnet,0.794,214.6
tabm,calhousing,16,xgboost,0.7617,2052.8
tabm,calhousing,16,logistic_rule_regression,0.7688,92.0
tabm,calhousing,16,logistic_regression,0.7583,16.0
tabm,calhousing,16,decision_tree,0.7129,293.8
tabm,calhousing,4,ttnet,0.5461,118.0
tabm,calhousing,4,xgboost,0.5811,662.2
tabm,calhousing,4,logistic_rule_regression,0.5477,33.0
tabm,calhousing,4,logistic_regression,0.561,16.0
tabm,calhousing,4,decision_tree,0.5287,100.2
tabm,calhousing,8,ttnet,0.8125,119.6
tabm,calhousing,8,xgboost,0.7846,1549.8
tabm,calhousing,8,logistic_rule_regression,0.7969,86.0
tabm,calhousing,8,logistic_regression,0.7932,16.0
tabm,calhousing,8,decision_tree,0.6971,408.2
tabm,calhousing,32,ttnet,0.788,223.2
tabm,calhousing,32,xgboost,0.8165,2114.6
tabm,calhousing,32,logistic_rule_regression,0.8277,84.0
tabm,calhousing,32,logistic_regression,0.8177,16.0
tabm,calhousing,32,decision_tree,0.7675,434.2
tabm,calhousing,256,ttnet,0.8378,132.2
tabm,calhousing,256,xgboost,0.8962,2484.2
tabm,calhousing,256,logistic_rule_regression,0.8765,104.2
tabm,calhousing,256,logistic_regression,0.9124,16.0
tabm,calhousing,256,decision_tree,0.7626,434.2
tabm,calhousing,128,ttnet,0.8247,141.0
tabm,calhousing,128,xgboost,0.8763,3910.8
tabm,calhousing,128,logistic_rule_regression,0.8656,85.0
tabm,calhousing,128,logistic_regression,0.8876,16.0
tabm,calhousing,128,decision_tree,0.8099,289.8
carte,albert,64,ttnet,0.5,-1.0
carte,albert,64,xgboost,0.5,-1.0
carte,albert,64,logistic_rule_regression,0.5,-1.0
carte,albert,64,logistic_regression,0.5,-1.0
carte,albert,64,decision_tree,0.5,-1.0
carte,albert,16,ttnet,0.4727,888.4
carte,albert,16,xgboost,0.4505,3746.8
carte,albert,16,logistic_rule_regression,0.454,82.4
carte,albert,16,logistic_regression,0.4624,194.0
